ID,post_title,post_content,post_status,post_author,post_type,post_date,post_modified,post_tags,post_category,default_category,featured,street,street2,city,region,country,zip,latitude,longitude,siren,raison_sociale,statut_juridique,sdsei,pole_territorial,utd,nb_adherents,capital_social,phone,email,website,facebook,order_test,rating_test_,rating,post_images
6500,"ESSOR CYCLISTE BASQUE",,publish,614,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.21644211111409," -1.3435844456116541",518974464,"ESSOR CYCLISTE BASQUE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6501,"AUPA DANZA",,publish,615,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.13350049149906," -1.093333796878425",519570733,"AUPA DANZA",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6502,"ASS SPORTIVE DES SAPEURS POMPIERS DU PAYS BASQUE",,publish,616,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.301726476703315," -1.190080456258277",521188169,"ASS SPORTIVE DES SAPEURS POMPIERS DU PAYS BASQUE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6503,"IBAI ERREKAK",,publish,617,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.223020180134874," -1.0227185620176087",522019546,"IBAI ERREKAK",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6504,"LARRE ALDE",,publish,618,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.18086827592266," -1.1330633965640957",522517101,"LARRE ALDE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6505,"LES DOIGTS IMPATIENTS-MUSIQUE AU COEUR DES ARTS",,publish,619,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.448672015676216," -1.3801105460623528",522769991,"LES DOIGTS IMPATIENTS-MUSIQUE AU COEUR DES ARTS",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6506,ERAKATS,,publish,620,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.371852089602235," -1.3465407033028414",522967868,ERAKATS,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6507,"ASS LOCALE CULTE DES TEMOINS DE JEHOVAH DE BAYONNE RIVE GAUCHE",,publish,621,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.19800004748704," -0.9303489116768149",523847739,"ASS LOCALE CULTE DES TEMOINS DE JEHOVAH DE BAYONNE RIVE GAUCHE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6508,N'TELA,,publish,622,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.32764088230978," -1.3260468837447295",523853786,N'TELA,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6509,XARETU,,publish,623,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.45114052597298," -1.417977262138745",525016390,XARETU,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6510,ANANDA,,publish,624,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.127460528425345," -1.0891589370083898",525056248,ANANDA,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6511,"SYMBIOSE ET DANSE",,publish,625,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.11136308518964," -1.2057215608255527",527550057,"SYMBIOSE ET DANSE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6512,"ASS LAKE TRIP",,publish,626,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.29213150520031," -1.047801896770221",528046345,"ASS LAKE TRIP",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6513,"ESTUDIANTINA D'ANGLET",,publish,627,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.037366976976244," -1.093423978739117",528182926,"ESTUDIANTINA D'ANGLET",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6514,"BIEN VIVRE AUX CINQ CANTONS",,publish,628,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.148592306872494," -1.0028446183622355",528537673,"BIEN VIVRE AUX CINQ CANTONS",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6515,"A CE JOUR",,publish,629,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.1794019058998," -0.9934931339169621",528952930,"A CE JOUR",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6516,"ERAIK ISA",,publish,630,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.13845474433916," -1.0219735478124128",529531444,"ERAIK ISA",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6517,"SOCIETE CANINE DEPARTEMENTALE DES PYRENEES ATLANTIQUES",,publish,631,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.14785663963642," -0.9453431091394193",530001510,"SOCIETE CANINE DEPARTEMENTALE DES PYRENEES ATLANTIQUES",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6518,SOROSPEN,,publish,632,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.21261172058588," -1.0216884647607576",530984111,SOROSPEN,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6519,"AXY RACE TEAM",,publish,633,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.41490394462684," -1.5292247319900314",531228955,"AXY RACE TEAM",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6520,"RESEAU ALDEA",,publish,634,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.30839599763117," -1.1993532962805489",531307874,"RESEAU ALDEA",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6521,"IL ETAIT UNE FOIS",,publish,635,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.18020353728459," -1.3179567569486035",532249281,"IL ETAIT UNE FOIS",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6522,"L'ESPRIT SEREIN",,publish,636,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.202046205235874," -1.152789215198352",533806287,"L'ESPRIT SEREIN",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6523,"ASSOCIATION CANINES DE PYRENEES ATLANTIQUES",,publish,637,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.27311805174478," -1.061048785067153",533883237,"ASSOCIATION CANINES DE PYRENEES ATLANTIQUES",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6524,"L EPICERIE SOCIALE D ANGLET",,publish,638,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.31040446948549," -1.3864353271974879",534321153,"L EPICERIE SOCIALE D ANGLET",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6525,"CARREFOUR DES CHIMERES",,publish,639,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.262297519293625," -0.9699275255525139",534366018,"CARREFOUR DES CHIMERES",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6526,"ASSOCIATION AMA",,publish,640,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.19478317472666," -1.0108737677615363",535035240,"ASSOCIATION AMA",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6527,"LES GUIDES DE BAIN ANGLOYS",,publish,641,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.3152398730585," -1.4635443532322319",537450694,"LES GUIDES DE BAIN ANGLOYS",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6528,"ANGLET OLYMPIQUE RUGBY CLUB",,publish,642,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.39229000717744," -1.6871194496117183",537475881,"ANGLET OLYMPIQUE RUGBY CLUB",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6529,ISARRAK,,publish,643,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.392077353583964," -1.6670999033442344",537877367,ISARRAK,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6530,"LES EPERVIERS",,publish,644,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.41065090449726," -1.509665983974348",538023557,"LES EPERVIERS",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6531,"OZENLAB RECORDS",,publish,645,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.193747414084434," -1.3975180632381417",538315334,"OZENLAB RECORDS",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6532,"ENERGY'S PAYS BASQUE",,publish,646,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.338755748783484," -1.3010464894764766",538387671,"ENERGY'S PAYS BASQUE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6533,"COMPAGNIE 20 DE LA LUNA",,publish,647,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.3538867910986," -1.2228218540889668",538555970,"COMPAGNIE 20 DE LA LUNA",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6534,"BIZI BERRIA",,publish,648,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.290511979122215," -1.2808260349066483",539488734,"BIZI BERRIA",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6535,"CERCLE D'ESCRIME ET SPORTS EQUESTRES",,publish,649,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.18747192435735," -0.9852256784380516",539872481,"CERCLE D'ESCRIME ET SPORTS EQUESTRES",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6536,"IN 4L WE TRUST",,publish,650,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.3091410570146," -1.1253627464709055",750123085,"IN 4L WE TRUST",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6537,"ASSOCIATION AMIS REUNIS DE BLANCPIGNON",,publish,651,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.13356552238139," -0.9696647286752504",750762353,"ASSOCIATION AMIS REUNIS DE BLANCPIGNON",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6538,"OCEAN ART FORCE",,publish,652,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.08964154951085," -0.9766177907382687",751141748,"OCEAN ART FORCE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6539,"KENDO COTE BASQUE",,publish,653,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.06412559477703," -1.0296471035928043",751496977,"KENDO COTE BASQUE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6540,"SPPI - ESTUAIRE DE L'ADOUR",,publish,654,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.374323659950456," -1.3996844942948625",751904582,"SPPI - ESTUAIRE DE L'ADOUR",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6541,"LES AMIS DU RESEAU COMETE",,publish,655,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.19917153735073," -1.2259842618895977",752138354,"LES AMIS DU RESEAU COMETE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6542,"CHOEURS BASQUES ADIXKIDEAK",,publish,656,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.3607264877179," -1.1944980077364638",752352229,"CHOEURS BASQUES ADIXKIDEAK",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6543,P'ARTS-CHEMINS,,publish,657,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.09902377681918," -0.9505248377647028",752816827,P'ARTS-CHEMINS,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6544,"AVANCER PAR L'EDUCATIF",,publish,658,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.50100099578905," -1.516849378860687",753385848,"AVANCER PAR L'EDUCATIF",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6545,SHOWTIME,,publish,659,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.19730837747356," -1.075651790350792",753406123,SHOWTIME,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6546,"HAKUNA MATATA",,publish,660,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.369085187810114," -1.4727297868824842",753441625,"HAKUNA MATATA",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6547,"ASSOCIATION DES ALSACIENS ET AMIS DE L ALSACE DU PAYS BASQUE",,publish,661,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.16305947138555," -0.9966002078411438",753443191,"ASSOCIATION DES ALSACIENS ET AMIS DE L ALSACE DU PAYS BASQUE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6548,"FEDERATION  SPORTIVE DE FOOT  A 2",,publish,662,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.386131732538246," -1.7383418631604735",753944982,"FEDERATION SPORTIVE DE FOOT A 2",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6549,"SAUVEGARDE ENFANCE ADULTE PAYS BASQUE",,publish,663,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.165438475629074," -1.2761062422854355",775637614,"SAUVEGARDE ENFANCE ADULTE PAYS BASQUE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6550,"ANGLET HORMADI CLUB",,publish,664,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.40558134470702," -1.7039401533970946",782235956,"ANGLET HORMADI CLUB",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6551,"LE NID BASQUE",,publish,665,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.268861349181954," -1.3827036694459438",782236657,"LE NID BASQUE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6552,"CENTRE ACCUEIL LES PINS",,publish,666,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.268331581764656," -1.2675218290703056",782236715,"CENTRE ACCUEIL LES PINS",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6553,"PARTHAYRE COURS MENAGER",,publish,667,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.275406585808696," -1.4877696057784981",782236863,"PARTHAYRE COURS MENAGER",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6554,"OGEC STE ANNE",,publish,668,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.2400993989215," -1.2477472087404786",782236871,"OGEC STE ANNE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6555,"CLUB HIPPIQUE CHIBERTA ANGLET","<p class="" s-rich-text-wrapper"">Implanté sur plus de quatre hectares en lisière de forêt de Chiberta, le <strong>Club Hippique de la Côte Basque</strong> propose des infrastructures de qualité dans un cadre privilégié et est <strong>géré par une Association fondée en 1956</strong> par la fusion de l'Etrier Basque et de la Cravache de Biarritz.</p>
Avec ses quatre-vingts boxes, ses paddocks sablés, ses carrières éclairées et son accès à la forêt du Pignada, sans oublier son manège, son solarium, son rond de longe et son spring garden, le club propose des équipements adaptés à la fois au bien-être des chevaux, au travail comme au repos, et aux cavaliers de tous horizons, du débutant à la compétition.",publish,669,gd_place,"2025-07-21 19:52:58","2025-07-23 11:26:54",,",29,",29,0,"Rte du Petit Palais",,Anglet,Nouvelle-Aquitaine,France,64600,43.5062893," -1.5212272",782236913,"CLUB HIPPIQUE CHIBERTA ANGLET",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,"05 59 63 83 45",contact@chcotebasque.com,https://www.clubhippiquecotebasque.com/,,,,,http://geoetplugin.local/wp-content/uploads/2025/07/photo-1551098891-7a1c852f6c6b-1.jpeg|48||::http://geoetplugin.local/wp-content/uploads/2025/07/30244_225028-1.webp|49||::http://geoetplugin.local/wp-content/uploads/2025/07/734838_857462-1.webp|50||::http://geoetplugin.local/wp-content/uploads/2025/07/481311_713769-1.webp|51||::http://geoetplugin.local/wp-content/uploads/2025/07/654320_266744-1.webp|52||
6556,"REVEIL AMICAL SPORTIF",,publish,670,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.20339557208017," -1.012305345965425",782236947,"REVEIL AMICAL SPORTIF",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6557,"OROK BAT PATRONAG J GENS J FIL",,publish,671,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.185295346663615," -1.1703389012231895",782237150,"OROK BAT PATRONAG J GENS J FIL",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6558,"OGEC STE BERNADETTE",,publish,672,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.20982178580666," -1.3912937346390386",782237168,"OGEC STE BERNADETTE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6559,"FEDER COMPAGNONIQUE METIERS DU BATIMENT",,publish,673,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.392135371334135," -1.741195174897215",782237192,"FEDER COMPAGNONIQUE METIERS DU BATIMENT",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6560,"A E P LES GENETS D ANGLET",,publish,674,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.31849078960589," -1.5742750494613678",782237200,"A E P LES GENETS D ANGLET",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6561,"FOYER CITE TECHNIQ BAT ET T P",,publish,675,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.19246860307769," -1.0859619766890884",782237218,"FOYER CITE TECHNIQ BAT ET T P",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6562,"A E P LES CIGALES",,publish,676,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.31193042250003," -1.6169694973661808",782237275,"A E P LES CIGALES",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6563,ADIZKIDEAK,,publish,677,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.36826530667293," -1.3128961856282246",782237317,ADIZKIDEAK,ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6564,"CENTRE SOCIAL STE MARIE ANGLET",,publish,678,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.31878877176812," -1.241326335988691",782237325,"CENTRE SOCIAL STE MARIE ANGLET",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6565,"ESKUALDUN CHORIAK",,publish,679,gd_place,"2025-07-21 19:52:58","2025-07-21 19:52:58",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.26295921770356," -1.2685241969635215",782258305,"ESKUALDUN CHORIAK",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6566,"AERO CLUB BASQUE",,publish,680,gd_place,"2025-07-21 19:52:59","2025-07-21 19:52:59",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.38874886802476," -1.5858363238861752",782272512,"AERO CLUB BASQUE",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6567,"JUNIOR ISA BTP",,publish,681,gd_place,"2025-07-21 19:52:59","2025-07-21 19:52:59",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.28381064377711," -1.2852418099233796",788780807,"JUNIOR ISA BTP",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6568,"ENTRA NA RODA",,publish,682,gd_place,"2025-07-21 19:52:59","2025-07-21 19:52:59",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.145308468434116," -1.0892852810523161",788864486,"ENTRA NA RODA",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6569,"HOMMES VICTIMES",,publish,683,gd_place,"2025-07-21 19:52:59","2025-07-21 19:52:59",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.41114858308014," -1.617813598140082",790771364,"HOMMES VICTIMES",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6570,"ASSOCIATION MYOSCAR",,publish,684,gd_place,"2025-07-21 19:52:59","2025-07-21 19:52:59",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.45648216101931," -1.5475536857294965",791017171,"ASSOCIATION MYOSCAR",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
6571,"DE VOUS Z'A NOUS",,publish,685,gd_place,"2025-07-21 19:52:59","2025-07-21 19:52:59",,,,0,,,ANGLET,Nouvelle-Aquitaine,France,64600,43.194329935647836," -1.3393700659553955",791357023,"DE VOUS Z'A NOUS",ASSOCIATIONS,Adour-BAB,"COTE BASQUE ADOUR","UTD Labourd",,,,,,,,,,
